organism_name	intraspecific_name	lineage	genome_assembly_id	taxonomy_id	bioproject	biosample	sra_run_id	ngs_read_file_source	ref_org	isolate_identifiers	selection_notes	lab_name	files_processed
Severe acute respiratory syndrome coronavirus 2	2019-nCoV/USA-WA1/2020	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome coronavirus 2		2697049	PRJNA231221	SAMN14384141	SRR11393704	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Alpha/B.1.1.7	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976040	SRR14460623	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Alpha/B.1.1.7	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976044	SRR14460619	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Beta/B.1.351	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976036	SRR14460628	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Beta/B.1.351	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976037	SRR14460627	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Beta/B.1.351	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976046	SRR14460626	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Beta/B.1.351	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976038	SRR14460625	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Beta/B.1.351	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976039	SRR14460624	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Beta/B.1.351	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976041	SRR14460622	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Beta/B.1.351	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA726840	SAMN18976042	SRR14460621	SRA	No		Coding-complete Genome sequences for SARS-CoV-2 B.1.1.7 and B.1.351 Variants from Metro Manila, Philippines, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8281087/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	2019-nCoV/USA-WA1/2020	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome coronavirus 2		2697049	PRJNA231221	SAMN14384141	SRR11409417	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117406	SRR14511306	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	isolate Wuhan-Hu-1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	GCA_009858895.3	2697049	PRJNA603194	SAMN13922059	SRR10971381	SRA	Yes		SARS-CoV-2 original isolate from human lung metagenome from Wuhan.	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117404	SRR14511308	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117401	SRR14511301	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117408	SRR14511307	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Omicron/B.1.1.529	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA791622	SAMN24298862	SRR17309642	SRA	No		Raw sequencing reads were collected as part of a fusogenicity and pathogenicity study, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8942852/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Delta/B.1.617.2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA791622	SAMN24298863	SRR17309643	SRA	No		Raw sequencing reads were collected as part of a fusogenicity and pathogenicity study, outlined in the following paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8942852/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117402	SRR14511300	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117410	SRR14511302	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117407	SRR14511305	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117405	SRR14511304	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117411	SRR14511299	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Gamma/P.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus		2697049	PRJNA729484	SAMN19117409	SRR14511303	SRA	No		Raw sequencing reads were collected for the SARS-CoV-2 P.1 variant in Northeast Brazil, outlined in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321350/	HIVE Lab	ngsQC_HIVE
Severe acute respiratory syndrome coronavirus 2	Omicron/XBB.1.5	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome coronavirus 2	FA01SRR23238509	2697049	PRJNA720050	SAMN32924378	SRR23238509	SRA	No			HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN07796351	SRR7167615	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN16357612	SRR17429278	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN07796351	SRR7167616	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN07796352	SRR7167617	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN07796352	SRR7167618	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN07796366	SRR7167623	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN07796366	SRR7167622	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN07796366	SRR7167624	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN16357612	SRR17429276	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus; Sudan ebolavirus		186540	PRJNA231221	SAMN16357612	SRR17429277	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_016727905.1	630	PRJNA231221	SAMN16357259	SRR12934926	SRA	No	PDT000940238.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_016727905.1	630	PRJNA231221	SAMN16357259	SRR12934927	SRA	No	PDT000940238.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_016727765.1	630	PRJNA231221	SAMN16357251	SRR12933523	SRA	No	PDT000940237.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_016727765.1	630	PRJNA231221	SAMN16357251	SRR12933524	SRA	No	PDT000940237.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002554625.2	630	PRJNA231221	SAMN06173370	SRR5440738	SRA	No	PDT000254977.3	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002554625.2	630	PRJNA231221	SAMN06173370	SRR5440739	SRA	No	PDT000254977.3	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002083295.2	630	PRJNA231221	SAMN04875561	SRR4272708	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002083295.2	630	PRJNA231221	SAMN04875561	SRR4272709	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002082245.2	630	PRJNA231221	SAMN04875564	SRR4273058	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002082275.2	630	PRJNA231221	SAMN04875563	SRR4273030	SRA	No	PDT000202843.3	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002083285.2	630	PRJNA231221	SAMN04875562	SRR4273026	SRA	No	PDT000202871.3	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002083285.2	630	PRJNA231221	SAMN04875562	SRR4273027	SRA	No	PDT000202871.3	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002083285.2	630	PRJNA231221	SAMN04875562	SRR4273028	SRA	No	PDT000202871.3	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002082245.2	630	PRJNA231221	SAMN04875564	SRR4273056	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia enterocolitica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	GCA_002082275.2	630	PRJNA231221	SAMN04875563	SRR4273029	SRA	No	PDT000202843.3	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	PRJNA231221	SAMN07312462	SRR5879185	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591195.1	29484	PRJNA231221	SAMN07312462	SRR5879186	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591095.1	29484	PRJNA231221	SAMN07312461	SRR5879183	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia frederiksenii		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia frederiksenii	GCA_002591095.1	29484	PRJNA231221	SAMN07312461	SRR5879184	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia intermedia		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia intermedia	GCA_002983625.1	631	PRJNA231221	SAMN06173371	SRR5409219	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia intermedia		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia intermedia	GCA_009730055.1	631	PRJNA231221	SAMN11056445	SRR9174987	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia intermedia		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia intermedia	GCA_002983625.1	631	PRJNA231221	SAMN06173371	SRR5409218	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia intermedia		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia intermedia	GCA_009730055.1	631	PRJNA231221	SAMN11056445	SRR9174985	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia intermedia		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia intermedia	GCA_009730075.1	631	PRJNA231221	SAMN11056444	SRR9174984	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia intermedia		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia intermedia	GCA_009730075.1	631	PRJNA231221	SAMN11056444	SRR9174983	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia intermedia		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia intermedia	GCA_009730055.1	631	PRJNA231221	SAMN11056445	SRR9174986	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia intermedia		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia intermedia	GCA_009730075.1	631	PRJNA231221	SAMN11056444	SRR9174982	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia kristensenii		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia kristensenii	GCA_002554365.1	28152	PRJNA231221	SAMN07312459	SRR5878926	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia kristensenii		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia kristensenii	GCA_002554365.1	28152	PRJNA231221	SAMN07312459	SRR5878927	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003797205.1	632	PRJNA231221	SAMN10228585	SRR8283302	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003797205.1	632	PRJNA231221	SAMN10228585	SRR8283301	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003798085.1	632	PRJNA231221	SAMN10228584	SRR8283300	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003798085.1	632	PRJNA231221	SAMN10228584	SRR8283399	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Yersinia pestis		Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pestis	GCA_003798225.1	632	PRJNA231221	SAMN10228581	SRR8072960	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
