organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	num_segments 	assembly_gc_content	length	num_of_frameshifts	num_of_stop_codons	genome_coverage	n50 	n75	n90	l50 	l75	ref_genome_acc	query_coverage_against_reference	reference_coverage_against_query	percent_identity_against_reference	percent_reads_unaligned	assembly_level	assembly_score
Yersinia enterocolitica	FDAARGOS_224	NBTF02000008.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000008.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	3	0	85.73		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000008.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000017.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	68	1	83.89		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000017.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000017.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	7	0	85.67		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000017.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000020.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	58	1	81.26		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000020.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000020.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	9	0	85.64		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000020.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000014.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	69	1	91.52		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000014.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000014.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	3	0	85.62		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000014.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000019.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	71	0	91.50		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000019.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000019.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	0	0	0.00		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000019.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000015.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	69	1	85.15		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000015.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000015.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	6	0	85.40		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000015.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000005.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	45	2	83.70		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000005.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000005.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	0	0	82.41		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000005.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Clostridioides difficile	FDAARGOS_1525	NZ_CP084369.1	GCA_020341515.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79680	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/515/GCF_020341515.1_ASM2034151v1/	Chromosome				28.69	4307330				4130817	4130817		1	1	NC_009089.1	93	95	99.71		Chromosome	23
Clostridioides difficile	FDAARGOS_1525	NZ_CP084370.1	GCA_020341515.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79680	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/515/GCF_020341515.1_ASM2034151v1/	Plasmid unnamed1				28.69	4307330				4130817	4130817		1	1	NC_009089.1	0	4	98.12		Chromosome	23
Clostridioides difficile	FDAARGOS_1525	NZ_CP084371.1	GCA_020341515.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79680	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/515/GCF_020341515.1_ASM2034151v1/	Plasmid unnamed2				28.69	4307330				4130817	4130817		1	1	NC_009089.1	0	11	78.44		Chromosome	23
Clostridioides difficile	FDAARGOS_1525	NZ_CP084369.1	GCA_020341515.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79680	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/515/GCF_020341515.1_ASM2034151v1/	Chromosome				28.69	4307330				4130817	4130817		1	1	NC_008226.2	1		84.09		Chromosome	22
Clostridioides difficile	FDAARGOS_1525	NZ_CP084370.1	GCA_020341515.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79680	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/515/GCF_020341515.1_ASM2034151v1/	Plasmid unnamed1				28.69	4307330				4130817	4130817		1	1	NC_008226.2					Chromosome	20
Clostridioides difficile	FDAARGOS_1525	NZ_CP084371.1	GCA_020341515.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79680	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/515/GCF_020341515.1_ASM2034151v1/	Plasmid unnamed2				28.69	4307330				4130817	4130817		1	1	NC_008226.2					Chromosome	20
Clostridioides difficile	FDAARGOS_1526	NZ_JAIWZE010000002.1	GCA_020297525.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79681	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/297/525/GCA_020297525.1_ASM2029752v1/		0			29.09	4260541				3470799	3470799		1	1	NC_009089.1	17	86	99.39		Contig	23
Clostridioides difficile	FDAARGOS_1526	NZ_JAIWZE010000001.1	GCA_020297505.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79682	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/297/525/GCA_020297525.1_ASM2029752v1/					29.04	4000394				1300949	1121399		2	3	NC_008226.2	1		85.23		Contig	21
Clostridioides difficile	FDAARGOS_1528	NZ_CP083616.1	GCA_020097215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79683	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/215/GCF_020097215.1_ASM2009721v1/	Chromosome				28.75	4375351				4198598	4198598		1	1	NC_009089.1	93	95	99.61		Complete Genome	23
Clostridioides difficile	FDAARGOS_1528	NZ_CP083617.1	GCA_020097215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79683	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/215/GCF_020097215.1_ASM2009721v1/	Plasmid unnamed1				28.75	4375351				4198598	4198598		1	1	NC_009089.1	0	2	78.91		Complete Genome	23
Clostridioides difficile	FDAARGOS_1528	NZ_CP083618.1	GCA_020097215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79683	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/215/GCF_020097215.1_ASM2009721v1/	Plasmid unnamed2				28.75	4375351				4198598	4198598		1	1	NC_009089.1	0	5	83.83		Complete Genome	23
Clostridioides difficile	FDAARGOS_1528	NZ_CP083619.1	GCA_020097215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79683	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/215/GCF_020097215.1_ASM2009721v1/	Plasmid unnamed3				28.75	4375351				4198598	4198598		1	1	NC_009089.1	0	0	84.86		Complete Genome	23
Clostridioides difficile	FDAARGOS_1528	NZ_CP083616.1	GCA_020097215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79683	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/215/GCF_020097215.1_ASM2009721v1/	Chromosome				28.75	4375351				4198598	4198598		1	1	NC_008226.2					Complete Genome	20
Clostridioides difficile	FDAARGOS_1528	NZ_CP083617.1	GCA_020097215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79683	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/215/GCF_020097215.1_ASM2009721v1/	Plasmid unnamed1				28.75	4375351				4198598	4198598		1	1	NC_008226.2					Complete Genome	20
Clostridioides difficile	FDAARGOS_1528	NZ_CP083618.1	GCA_020097215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79683	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/215/GCF_020097215.1_ASM2009721v1/	Plasmid unnamed2				28.75	4375351				4198598	4198598		1	1	NC_008226.2	1	0	94.31		Complete Genome	23
Clostridioides difficile	FDAARGOS_1528	NZ_CP083619.1	GCA_020097215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79683	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/215/GCF_020097215.1_ASM2009721v1/	Plasmid unnamed3				28.75	4375351				4198598	4198598		1	1	NC_008226.2	47	29	93.21		Complete Genome	23
Clostridioides difficile	FDAARGOS_1469	NZ_CP082868.1	GCA_019931025.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79684	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/931/025/GCF_019931025.1_ASM1993102v1/	Chromosome				28.74	4045616				4009395	4009395		1	1	NC_009089.1	86	91	96.96		Complete Genome	23
Clostridioides difficile	FDAARGOS_1469	NZ_CP082869.1	GCA_019931025.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79684	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/931/025/GCF_019931025.1_ASM1993102v1/	Plasmid Unnamed				28.74	4045616				4009395	4009395		1	1	NC_009089.1	0	10	77.36		Complete Genome	23
Clostridioides difficile	FDAARGOS_1469	NZ_CP082868.1	GCA_019931025.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79684	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/931/025/GCF_019931025.1_ASM1993102v1/	Chromosome				28.74	4045616				4009395	4009395		1	1	NC_008226.2	0	0	100.00		Complete Genome	23
Clostridioides difficile	FDAARGOS_1469	NZ_CP082869.1	GCA_019931025.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79684	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/931/025/GCF_019931025.1_ASM1993102v1/	Plasmid Unnamed				28.74	4045616				4009395	4009395		1	1	NC_008226.2	12	2	95.79		Complete Genome	23
Clostridioides difficile	FDAARGOS_1345	NZ_JAFFQT010000010.1	GCA_016985475.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79685	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/985/475/GCF_016985475.1_ASM1698547v1/	Plasmid unnamed1				28.48	4392431				847619	610387		3	4	NC_009089.1	0	4	98.12		Contig	23
Clostridioides difficile	FDAARGOS_1345	NZ_JAFFQT010000011.1	GCA_016985475.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79685	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/985/475/GCF_016985475.1_ASM1698547v1/	Plasmid unnamed2				28.48	4392431				847619	610387		3	4	NC_009089.1					Contig	20
Clostridioides difficile	FDAARGOS_1345	NZ_JAFFQT010000010.1	GCA_016985475.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79685	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/985/475/GCF_016985475.1_ASM1698547v1/	Plasmid unnamed1				28.48	4392431				847619	610387		3	4	NC_008226.2					Contig	20
Clostridioides difficile	FDAARGOS_1345	NZ_JAFFQT010000011.1	GCA_016985475.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79685	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/985/475/GCF_016985475.1_ASM1698547v1/	Plasmid unnamed2				28.48	4392431				847619	610387		3	4	NC_008226.2					Contig	20
Clostridioides difficile	FDAARGOS_723	NZ_CP046327.1	GCA_009730495.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79686	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/495/GCF_009730495.1_ASM973049v1/	Chromosome				28.74	4178106				4178106	4178106		1	1	NC_009089.1	92	94	99.34		Complete Genome	23
Clostridioides difficile	FDAARGOS_723	NZ_CP046327.1	GCA_009730495.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79686	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/495/GCF_009730495.1_ASM973049v1/	Chromosome				28.74	4178106				4178106	4178106		1	1	NC_008226.2	1		85.23		Complete Genome	22
Clostridioides difficile	FDAARGOS_268	NZ_NBTS02000002.1	GCA_002082945.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79687	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/945/GCF_002082945.2_ASM208294v2/					29.08	4343228				4324278	4324278		1	1	NC_009089.1	100	99	100.00		Contig	22
Clostridioides difficile	FDAARGOS_268	NZ_NBTS02000001.1	GCA_002082945.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79687	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/945/GCF_002082945.2_ASM208294v2/					29.08	4343228				4324278	4324278		1	1	NC_009089.1	0	100	99.71		Contig	22
Clostridioides difficile	FDAARGOS_268	NZ_NBTS02000002.1	GCA_002082945.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79687	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/945/GCF_002082945.2_ASM208294v2/					29.08	4343228				4324278	4324278		1	1	NC_008226.2	1	0	84.26		Contig	22
