organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	sra_run_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	bioproject	biosample	strain	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	n_content	avg_phred_score	avg_read_length	max_read_length	min_read_length	num_reads_unique	pos_outlier_count	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_t	count_g	count_c	count_n	instrument	id_method	wgs_accession	strategy	ngs_score
Corynebacterium bovis	DSM 20582	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Corynebacteriales; Corynebacteriaceae; Corynebacterium	NA	36808	SRR12825943	ARGOS_000009	v1.4	ILLUMINA	IL100133326_K00134_20190702_L3_experiment	PRJNA231221	SRS7519931	FDAARGOS_1052	SRR12825943	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12825943/SRR12825943	69.18	0.003663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66E+08	2.61E+08	5.89E+08	5.94E+08	62624	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	Typing strain, Pulsed-field type: USA 1100; MLST 30; Agr group iii; PVL positive, TSST negative, enterotoxins negative; NRS484, NRS484, USA 1100; HIP 12899	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955627	ARGOS_000009	v1.4	PACBIO_SMRT	PL100039710-1_RS42150_20140110_B04_experiment	PRJNA231221	SRS895961	FDAARGOS_20	SRR1955627	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955627/SRR1955627	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32E+08	1.86E+08	1.52E+08	2.04E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Klebsiella oxytoca	KbVA0058	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	571	SRR13669074	ARGOS_000009	v1.4	PACBIO_SMRT	PL100141850-2_S54024R1_20200515_A01_bc1003-bc1003_experiment	PRJNA231221	SRS8222795	FDAARGOS_1334	SRR13669074	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13669074/SRR13669074	54.11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.70E+08	3.98E+08	4.49E+08	4.57E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Zika virus	ZIKV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	NA	64320	SRR10073041	ARGOS_000009	v1.4	ILLUMINA	IL100092255_M00708_20170908_L1_experiment	PRJNA231221	SRS5350764	FDAARGOS_808	SRR10073041	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10073041/SRR10073041	44.99	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.22E+08	3.76E+08	3.25E+08	3.27E+08	0	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Dengue virus	DENV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	NA	12637	SRR10027404	ARGOS_000009	v1.4	ILLUMINA	IL100092345_M01994_20170901_L1_experiment	PRJNA231221	SRS5311765	FDAARGOS_811	SRR10027404	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10027404/SRR10027404	45.25	1.72E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61E+08	1.57E+08	1.32E+08	1.31E+08	1	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Zika virus	ZIKV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	NA	64320	SRR10073055	ARGOS_000009	v1.4	ILLUMINA	IL100097567_M00708_20180129_L1_experiment	PRJNA231221	SRS5350771	FDAARGOS_863	SRR10073055	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10073055/SRR10073055	39.53	0.016067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57466198	53172446	36050034	36295335	29405	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Prevotella melaninogenica	strain D-18	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	NA	28132	SRR9641469	ARGOS_000009	v1.4	PACBIO_SMRT	PL100090573-1_RS42150_20170816_C02-1_experiment	PRJNA231221	SRS5061371	FDAARGOS_760	SRR9641469	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9641469/SRR9641469	40.74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53E+08	3.76E+08	2.68E+08	2.33E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Gardnerella vaginalis	ATCC 49145	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Gardnerella	NA	2702	SRR8179090	ARGOS_000009	v1.4	PACBIO_SMRT	PL100073041-2_RS42150_20170103_G01-1_experiment	PRJNA231221	SRS4034065	FDAARGOS_568	SRR8179090	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8179090/SRR8179090	41.78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26E+08	3.73E+08	2.76E+08	2.26E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Klebsiella pneumoniae	KbSC0031	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR13674019	ARGOS_000009	v1.4	ILLUMINA	IL100148324_K00134_20191220_L6_experiment	PRJNA231221	SRS8225678	FDAARGOS_1314	SRR13674019	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13674019/SRR13674019	54.69	0.010919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.45E+08	8.36E+08	1.02E+09	1.01E+09	405244	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Citrobacter braakii	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex	NA	57706	SRR4124917	ARGOS_000009	v1.4	ILLUMINA	IL100056675_SN7001163_20150515_L6_experiment	PRJNA231221	SRS1666119	FDAARGOS_253	SRR4124917	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4124917/SRR4124917	50.76	0.017385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.84E+08	2.83E+08	2.91E+08	2.93E+08	200138	ILLUMINA	Phenotypic identification	NA	WGS	NA
Bacteroides caccae	ATCC 43185	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	NA	47678	SRR13181988	ARGOS_000009	v1.4	ILLUMINA	IL100144150_K00134_20191220_L1_experiment	PRJNA231221	SRS7822171	FDAARGOS_1219	SRR13181988	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13181988/SRR13181988	41.46	0.013738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.36E+08	8.36E+08	5.91E+08	5.93E+08	392284	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Finegoldia magna	strain SY01	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia	NA	1260	SRR9641496	ARGOS_000009	v1.4	PACBIO_SMRT	PL100090555-1_RS42150_20170816_F01-1_experiment	PRJNA231221	SRS5061392	FDAARGOS_764	SRR9641496	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9641496/SRR9641496	32.51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.48E+08	3.56E+08	1.74E+08	1.66E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Serratia plymuthica	DSM 8571	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia	NA	82996	SRR12046126	ARGOS_000009	v1.4	ILLUMINA	IL100107183_K00134_20181116_L8_experiment	PRJNA231221	SRS6866717	FDAARGOS_889	SRR12046126	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12046126/SRR12046126	54.96	0.009205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.31E+08	4.27E+08	5.24E+08	5.23E+08	175384	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Acinetobacter seifertii	DSM 46612	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	NA	1530123	SRR15074133	ARGOS_000009	v1.4	PACBIO_SMRT	PL100156816-1_S64018_20200603_C01_bc1021-bc1021_experiment	PRJNA231221	SRS9428896	FDAARGOS 1400	SRR15074133	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15074133/SRR15074133	38.58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.44E+09	4.11E+09	2.57E+09	2.80E+09	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	inpatient ICU, bloodstream; VISA, MRSA; NRS22; HIP07930; USA600; 99758	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955828	ARGOS_000009	v1.4	PACBIO_SMRT	PL100039719-1_RS42150_20140114_G07_experiment	PRJNA231221	SRS896140	FDAARGOS_29	SRR1955828	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955828/SRR1955828	43.44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94159589	81323997	66239013	68533254	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Escherichia coli	DSM 4779	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR12047204	ARGOS_000009	v1.4	PACBIO_SMRT	PL100106884-1_RS42150_20181121_F01-1_experiment	PRJNA231221	SRS6867707	FDAARGOS_946	SRR12047204	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047204/SRR12047204	48.4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58E+08	1.70E+08	1.58E+08	1.50E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Grimontia hollisae	ATCC 33564	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Grimontia	NA	673	SRR2817811	ARGOS_000009	v1.4	ILLUMINA	IL100047832_SN180_20141031_L3_experiment	PRJNA231221	SRS1134773	FDAARGOS_111	SRR2817811	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2817811/SRR2817811	50.52	0.006541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09E+08	1.07E+08	1.10E+08	1.10E+08	28519	ILLUMINA	16S and MLST	NA	WGS	NA
Agrobacterium sp. FDAARGOS_525		cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; unclassified Agrobacterium	NA	2420311	SRR8180390	ARGOS_000009	v1.4	PACBIO_SMRT	PL100072436-2_RS42150_20161121_A01-1_experiment	PRJNA231221	SRS4035222	FDAARGOS_525	SRR8180390	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180390/SRR8180390	56.76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60E+08	2.74E+08	3.69E+08	3.31E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Vibrio parahaemolyticus	NSV 5736	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	670	SRR2818288	ARGOS_000009	v1.4	ILLUMINA	IL100047584_SN7001163_20140926_L4_experiment	PRJNA231221	SRS1134830	FDAARGOS_120			44.9	0.014398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98E+08	2.97E+08	2.43E+08	2.42E+08	155440	ILLUMINA	16S and MLST	NA	WGS	NA
Klebsiella pneumoniae	KbHV0125	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR13673979	ARGOS_000009	v1.4	PACBIO_SMRT	PL100141818-1_S54024R1_20200305_B01_bc1016-bc1016_experiment	PRJNA231221	SRS8225643	FDAARGOS_1309	SRR13673979	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13673979/SRR13673979	56.02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.60E+08	9.28E+08	1.13E+09	1.15E+09	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Enterobacter cancerogenus	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	NA	69218	SRR4123936	ARGOS_000009	v1.4	ILLUMINA	IL100054301_SN7001163_20150202_L8_experiment	PRJNA231221	SRS1665837	FDAARGOS_232	SRR4123936	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4123936/SRR4123936	55.64	0.089798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48E+08	2.47E+08	3.10E+08	3.12E+08	1003927	ILLUMINA	Phenotypic identification	NA	WGS	NA
Shigella sonnei		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	NA	624	SRR8180384	ARGOS_000009	v1.4	ILLUMINA	IL100072996_K00134_20160728_L4_experiment	PRJNA231221	SRS4035219	FDAARGOS_524	SRR8180384	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180384/SRR8180384	50.1	0.018695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.01E+08	8.98E+08	9.02E+08	9.06E+08	674325	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Escherichia coli	jh2039	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR13182517	ARGOS_000009	v1.4	ILLUMINA	IL100146386_K00134_20191220_L2_experiment	PRJNA231221	SRS7822490	FDAARGOS_1238	SRR13182517	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13182517/SRR13182517	49.75	0.010229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.83E+08	5.77E+08	5.76E+08	5.72E+08	236138	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Enterococcus faecalis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	NA	1351	SRR8180392	ARGOS_000009	v1.4	PACBIO_SMRT	PL100072440-1_RS42150_20160802_A02-1_experiment	PRJNA231221	SRS4035223	FDAARGOS_528	SRR8180392	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180392/SRR8180392	38.44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.57E+08	6.25E+08	3.99E+08	4.01E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Elizabethkingia anophelis	ATCC 51720D; CCUG 26117	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	NA	1117645	SRR4123920	ARGOS_000009	v1.4	ILLUMINA	IL100054768_SN7001163_20150216_L8_experiment	PRJNA231221	SRS1665826	FDAARGOS_198	SRR4123920	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4123920/SRR4123920	35.77	0.007973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.58E+08	4.56E+08	2.54E+08	2.55E+08	113509	ILLUMINA	Phenotypic identification	NA	WGS	NA
Grimontia hollisae	ATCC 33564	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Grimontia	NA	673	SRR2817813	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045835A-1_RS42150_20140926_C01-2_experiment	PRJNA231221	SRS1134773	FDAARGOS_111	SRR2817813	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2817813/SRR2817813	49.2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18E+08	1.51E+08	1.63E+08	1.94E+08	0	PACBIO_SMRT	16S and MLST	NA	WGS	NA
Rothia kristinae	DSM 20032	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	NA	37923	SRR12047206	ARGOS_000009	v1.4	PACBIO_SMRT	PL100106885-1_RS42150_20181121_H01-1_experiment	PRJNA231221	SRS6867708	FDAARGOS_864	SRR12047206	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047206/SRR12047206	66.44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34E+08	2.50E+08	5.11E+08	4.47E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	ermC, repF-, rsbU-; pRN6441 is a derivative of pE194, a 3.8 kb rolling circle plasmid, with a mutation in repF causing thermosesitive replication, plus the insertion of the puC19 multiple cloning site in its single PstI site. NRS146; NCTC8325 (RN5843)	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955816	ARGOS_000009	v1.4	ILLUMINA	IL100040290_SN7001163_20140129_L1_experiment	PRJNA231221	SRS896135	FDAARGOS_24	SRR1955816	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955816/SRR1955816	32.58	0.035569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.70E+08	3.68E+08	1.79E+08	1.78E+08	389548	ILLUMINA	phenotypic identification	NA	WGS	NA
Citrobacter koseri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	NA	545	SRR8180386	ARGOS_000009	v1.4	PACBIO_SMRT	PL100072437-1_RS42150_20160802_F01-1_experiment	PRJNA231221	SRS4035220	FDAARGOS_526	SRR8180386	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180386/SRR8180386	52.32	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76E+08	1.62E+08	1.77E+08	1.93E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	COL, NRS100,mecA	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1206478	ARGOS_000009	v1.4	PACBIO_SMRT	PL100039695-1_RS42150_20131218_E02_experiment	PRJNA231221	SRS583682	FDAARGOS_5	SRR1206478	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1206478/SRR1206478	36.23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.03E+08	2.82E+08	1.63E+08	1.70E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Staphylococcus warneri	clinical isolate	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1292	SRR2821437	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045884-2_RS42150_20141006_F01-1_experiment	PRJNA231221	SRS1135154	FDAARGOS_151	SRR2821437	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2821437/SRR2821437	41.98	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.09E+08	4.24E+08	3.05E+08	4.42E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	NA	287	SRR8179092	ARGOS_000009	v1.4	PACBIO_SMRT	PL100073043-1_RS42150_20161212_E02-1_experiment	PRJNA231221	SRS4034066	FDAARGOS_570	SRR8179092	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8179092/SRR8179092	56.21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58578965	72140124	82943771	84881928	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	2 colony variants, gamma white and beta cream (on sheep blood platel; verified ideticle by PFGE ) egc+ (TOX+); NRS156, A900322	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955619	ARGOS_000009	v1.4	ILLUMINA	IL100040283_SN180_20131217_L7_experiment	PRJNA231221	SRS895960	FDAARGOS_17	SRR1955619	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955619/SRR1955619	32.48	0.012224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.35E+08	5.33E+08	2.57E+08	2.56E+08	193244	ILLUMINA	phenotypic identification	NA	WGS	NA
Klebsiella pneumoniae	KbGH0031	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR13668426	ARGOS_000009	v1.4	ILLUMINA	IL100148457_K00134_20191220_L3_experiment	PRJNA231221	SRS8222153	FDAARGOS_1329	SRR13668426	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13668426/SRR13668426	57.2	0.009306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.32E+08	5.17E+08	7.00E+08	7.03E+08	228223	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Klebsiella pneumoniae	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR5884789	ARGOS_000009	v1.4	ILLUMINA	IL100069080_K00134_20160408_L4_experiment	PRJNA231221	SRS2397400	FDAARGOS_436	SRR5884789	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5884789/SRR5884789	56.02	0.031419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.16E+08	7.12E+08	9.09E+08	9.12E+08	1020897	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Zika virus	ZIKV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	NA	64320	SRR10073043	ARGOS_000009	v1.4	ILLUMINA	IL100092373_M00708_20170908_L1_experiment	PRJNA231221	SRS5350765	FDAARGOS_809	SRR10073043	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10073043/SRR10073043	51.35	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51037730	50600076	53248701	54031933	0	ILLUMINA	Phenotypic and Molecular Methods	NA	AMPLICON	NA
Klebsiella oxytoca	KbGH0043	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	571	SRR13669076	ARGOS_000009	v1.4	ILLUMINA	IL100148477_K00134_20191220_L3_experiment	PRJNA231221	SRS8222796	FDAARGOS_1335	SRR13669076	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13669076/SRR13669076	54.42	0.00905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.13E+08	4.98E+08	6.04E+08	6.04E+08	200870	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	Containing phage type E-MRSA 15; NRS271	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955625	ARGOS_000009	v1.4	ILLUMINA	IL100040285_SN180_20131217_L7_experiment	PRJNA231221	SRS895962	FDAARGOS_19	SRR1955625	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955625/SRR1955625	32.41	0.012289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.40E+08	5.37E+08	2.59E+08	2.58E+08	195951	ILLUMINA	phenotypic identification	NA	WGS	NA
Acinetobacter sp. FDAARGOS_515		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; unclassified Acinetobacter	NA	2420307	SRR8179904	ARGOS_000009	v1.4	PACBIO_SMRT	PL100072422-1_RS42150_20160617_D01-1_experiment	PRJNA231221	SRS4034759	FDAARGOS_515	SRR8179904	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8179904/SRR8179904	40.49	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.72E+08	3.77E+08	2.61E+08	2.49E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Marburg marburgvirus	MBGV	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus	NA	11269	SRR10027406	ARGOS_000009	v1.4	ILLUMINA	IL100097726_M00708_20180129_L1_experiment	PRJNA231221	SRS5311767	FDAARGOS_853	SRR10027406	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10027406/SRR10027406	44.86	0.015975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69689976	64289686	54662890	54388158	38830	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
