organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	representative_genome_acc	representative_genome_org	representative_genome_uniprot_acc	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	assembly_gc_content	length	size_gaps	size_contigs	contig_percentile	contig_momentum	coverage_contigs	cnt_contigs	coverage_gaps	cnt_gaps	gap_percentile	genome_coverage	n50	n75	n90	n95	l50	l75	l90	l95	phred_average	count_major_mutations	count_major_indels	mutation_momentum	indels_momentum	major_mutation_momentum	major_indels_momentum	alignment_anisotropy	overhang_momentum	aligned_momentum	entropic_momentum	reads_unaligned	percent_reads_unaligned	percent_reads_aligned	reads_aligned	assembly_level	rpkm
Candida parapsilosis		JABWAB010000007	GCA_014049445.1				Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	351587	NCBI	contig	0		38.79%	882643	0	882643	100.00%	248.893596	248	1	0	0	0.00%	248	882643	882643	882643	882643	1	1	1	1	26.680693	22	7	0.012395	0.001049	0.604477	0.005709	36.387488	43.200684	0.781021	0.865194	914924	5.34%	6.15%	1053762	Contig	69.62737
Candida parapsilosis		JABWAB010000006	GCA_014049445.1				Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	351587	NCBI	contig	0		38.71%	958519	0	958519	100.00%	243.567316	243	1	0	0	0.00%	243	958519	958519	958519	958519	1	1	1	1	27.016198	9	19	0.012038	0.001104	0.611433	0.01706	36.38212	44.799433	0.78631	0.865353	914924	5.34%	6.63%	1136186	Contig	69.130747
Candida parapsilosis		JABWAB010000005	GCA_014049445.1				Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	351587	NCBI	contig	0		38.80%	1348203	0	1348203	100.00%	233.586716	233	1	0	0	0.00%	233	1348203	1348203	1348203	1348203	1	1	1	1	27.574907	52	60	0.011682	0.001464	0.637587	0.050939	36.394042	58.844459	0.783026	0.902036	914924	5.34%	9.19%	1575332	Contig	68.14584
Candida parapsilosis		JABWAB010000004	GCA_014049445.1				Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	351587	NCBI	contig	0		38.84%	2092998	0	2092998	100.00%	225.07954	225	1	0	0	0.00%	225	2092998	2092998	2092998	2092998	1	1	1	1	28.215398	13	32	0.010996	0.002117	0.591892	0.027596	36.377731	87.119498	0.784936	0.904355	914924	5.34%	14.19%	2433098	Contig	67.797445
Candida parapsilosis		JABWAB010000003	GCA_014049445.1				Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	351587	NCBI	contig	0		38.62%	2261231	0	2261231	100.00%	225.054463	225	1	0	0	0.00%	225	2261231	2261231	2261231	2261231	1	1	1	1	28.044108	57	153	0.011043	0.002339	0.817721	0.184188	36.433131	98.792033	0.778143	0.904791	914924	5.34%	15.56%	2667184	Contig	68.790836
Candida parapsilosis		JABWAB010000002	GCA_014049445.1				Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	351587	NCBI	contig	0		39.11%	69666	0	69666	100.00%	144.342204	144	1	0	0	0.00%	144	69666	69666	69666	69666	1	1	1	1	0	5	94	0.017651	0.00013	0.60772	0.081333	36.870066	8.138655	0.66807	0.910403	914924	5.34%	0.20%	33932	Contig	28.406068
Candida parapsilosis		JABWAB010000001	GCA_014049445.1				Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Pichiomycetes; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	5480	ARGOS_000089	v1.6	HIVE	351587	NCBI	contig	0		38.59%	3031661	0	3031661	100.00%	214.703131	214	1	0	0	0.00%	214	3031661	3031661	3031661	3031661	1	1	1	1	28.817683	16	46	0.010411	0.002867	0.527644	0.042302	36.372348	115.009342	0.791246	0.92355	914924	5.34%	20.20%	3464067	Contig	66.638956
Escherichia coli		JAFFQU010000002	GCA_016985455.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351852	NCBI	contig	0		50.92%	2569295	437	2568858	99.98%	538.325917	538	2	0	2	0.02%	538	2568688	2568688	2568688	2568688	1	1	1	1	23.541451	34	17	0.015012	0.006697	0.751359	0.127115	36.3493	301.632958	0.731983	0.921253	256209	1.51%	47.49%	8082897	Scaffold	184.851266
Escherichia coli		JAFFQU010000003	GCA_016985455.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351852	NCBI	contig	0		50.29%	2679071	0	2679071	100.00%	506.102214	506	1	0	0	0.00%	506	2679071	2679071	2679071	2679071	1	1	1	1	23.87645	0	16	0.014614	0.006717	0	0.113068	36.359815	298.430066	0.734859	0.920998	256209	1.51%	46.64%	7937963	Scaffold	174.098169
Escherichia coli		JAFFQU010000005	GCA_016985455.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351852	NCBI	plasmid unnamed3	0		49.94%	24193	0	24193	100.00%	444.704708	444	1	0	0	0.00%	444	24193	24193	24193	24193	1	1	1	1	26.096397	1	60	0.024934	0.000107	0.6981	0.474999	37.071467	6.741545	0.611308	0.870007	256209	1.51%	0.31%	52192	Scaffold	126.760391
Escherichia coli		JAFFQU010000004	GCA_016985455.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351852	NCBI	plasmid unnamed2	0		49.06%	112822	0	112822	100.00%	568.921709	568	1	0	0	0.00%	568	112822	112822	112822	112822	1	1	1	1	22.872142	0	0	0.018929	0.000365	0	0	36.494372	16.008049	0.735031	0.894063	256209	1.51%	1.97%	335910	Scaffold	174.943775
Escherichia coli		JAFFQU010000001	GCA_016985455.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351852	NCBI	plasmid unnamed1	0		52.01%	74508	0	74508	100.00%	852.723573	852	1	0	0	0.00%	852	74508	74508	74508	74508	1	1	1	1	23.612279	0	0	0.018928	0.00024	0	0	36.404373	10.889772	0.719366	0.901857	256209	1.51%	2.08%	353696	Scaffold	278.930881
Escherichia coli		CP071039	GCA_017136555.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351875	NCBI	plasmid unnamed6	1	5,212	53.81%	1128	0	1128	100.00%	11.013298	11	1	0	0	0.00%	11	1128	1128	1128	1128	1	1	1	1	36.666667	0	0	0.005682	0	0	0	35.99734	0.000386	0.972729	0.960691	572079	3.23%	0.00%	89	Chromosome	4.457334
Escherichia coli		CP071038	GCA_017136555.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351875	NCBI	plasmid unnamed5	1	5,212	51.12%	18301	0	18301	100.00%	257.755423	257	1	0	0	0.00%	257	18301	18301	18301	18301	1	1	1	1	25.107098	6	0	0.014375	0.000043	0.559567	0	36.837659	2.801076	0.604533	0.764702	572079	3.23%	0.14%	25585	Chromosome	78.977771
Escherichia coli		CP071037	GCA_017136555.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351875	NCBI	plasmid unnamed4	1	5,212	44.44%	48183	0	48183	100.00%	275.541187	275	1	0	0	0.00%	275	48183	48183	48183	48183	1	1	1	1	31.838428	55	1	0.009342	0.000056	0.533595	0.012857	36.372434	2.720981	0.701329	0.925153	572079	3.23%	0.54%	95540	Chromosome	112.017448
Escherichia coli		CP071035	GCA_017136555.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351875	NCBI	plasmid unnamed3	1	5,212	49.80%	161598	0	161598	100.00%	364.88339	364	1	0	0	0.00%	364	161598	161598	161598	161598	1	1	1	1	25.38545	2	13	0.014532	0.000371	0.6026	0.276173	36.363519	13.724967	0.747216	0.905545	572079	3.23%	2.04%	360944	Chromosome	126.182207
Escherichia coli		CP071034	GCA_017136555.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351875	NCBI	plasmid unnamed2	1	5,212	51.61%	104015	0	104015	100.00%	233.778388	233	1	0	0	0.00%	233	104015	104015	104015	104015	1	1	1	1	27.804182	3	1	0.01107	0.000196	0.5312	0.014061	36.426323	9.376995	0.687067	0.806075	572079	3.23%	0.94%	167064	Chromosome	90.736323
Escherichia coli		CP071033	GCA_017136555.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351875	NCBI	plasmid unnamed1	1	5,212	46.02%	38826	0	38826	100.00%	186.993638	186	1	0	0	0.00%	186	38826	38826	38826	38826	1	1	1	1	27.082934	0	0	0.011195	0.000078	0	0	36.390949	3.308443	0.713298	0.91335	572079	3.23%	0.23%	40884	Chromosome	59.487402
Escherichia coli		CP071036	GCA_017136555.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351875	NCBI	chromosome	1	5,212	50.77%	4955833	0	4955833	100.00%	438.475527	438	1	0	0	0.00%	438	4955833	4955833	4955833	4955833	1	1	1	1	29.839312	23	24	0.009257	0.007179	0.704574	0.635712	36.320912	286.348802	0.732264	0.925043	572079	3.23%	92.87%	16439138	Chromosome	187.394418
Escherichia coli		CP077231	GCA_019047165.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351926	NCBI	plasmid unnamed6	1	5,204	48.18%	6640	0	6640	100.00%	780.377259	780	1	0	0	0.00%	780	6640	6640	6640	6640	1	1	1	1	33.865663	0	0	0.008972	0	0	0	36.575151	0.001167	0.982105	0.976116	253497	2.05%	0.45%	55783	Complete Genome	678.460345
Escherichia coli		CP077230	GCA_019047165.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351926	NCBI	plasmid unnamed5	1	5,204	52.22%	2744	0	2744	100.00%	887.747813	887	1	0	0	0.00%	887	2744	2744	2744	2744	1	1	1	1	33.850948	0	0	0.009393	0	0	0	36.733965	0.000373	0.983275	0.977722	253497	2.05%	0.23%	28000	Complete Genome	824.070952
Escherichia coli		CP077229	GCA_019047165.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351926	NCBI	plasmid unnamed4	1	5,204	46.16%	5685	0	5685	100.00%	624.364996	624	1	0	0	0.00%	624	5685	5685	5685	5685	1	1	1	1	34.080035	3	0	0.008639	0	0.8576	0	36.545822	0.000325	0.988832	0.9734	253497	2.05%	0.28%	35276	Complete Genome	501.117473
Escherichia coli		CP077228	GCA_019047165.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351926	NCBI	plasmid unnamed3	1	5,204	51.54%	3182	0	3182	100.00%	332.515399	332	1	0	0	0.00%	332	3182	3182	3182	3182	1	1	1	1	34.241986	0	0	0.007252	0	0	0	36.750786	0.000354	0.98509	0.947678	253497	2.05%	0.07%	9028	Complete Genome	229.130053
Escherichia coli		CP077227	GCA_019047165.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351926	NCBI	plasmid unnamed2	1	5,204	47.20%	2089	0	2089	100.00%	768.29775	768	1	0	0	0.00%	768	2089	2089	2089	2089	1	1	1	1	33.791288	0	0	0.009395	0	0	0	36.913356	0.000348	0.980922	0.974969	253497	2.05%	0.13%	16567	Complete Genome	640.46605
Escherichia coli		CP077226	GCA_019047165.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351926	NCBI	plasmid unnamed1	1	5,204	50.20%	83491	0	83491	100.00%	533.962762	533	1	0	0	0.00%	533	83491	83491	83491	83491	1	1	1	1	22.109473	0	0	0.015319	0.00021	0	0	36.395264	8.315068	0.727284	0.900178	253497	2.05%	1.91%	236180	Complete Genome	228.451565
Escherichia coli		CP077225	GCA_019047165.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000089	v1.6	HIVE	351926	NCBI	chromosome	1	5,204	50.91%	5115842	0	5115842	100.00%	365.200867	365	1	0	0	0.00%	365	5115842	5115842	5115842	5115842	1	1	1	1	26.159197	0	1	0.011412	0.008536	0	0.611408	36.318985	327.506455	0.74459	0.916234	253497	2.05%	94.88%	11748197	Complete Genome	185.457661
Citrobacter europaeus		CP083650	GCA_020099315.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	1914243	ARGOS_000089	v1.6	HIVE	351879	NCBI	chromosome	1	4,777	51.87%	5093523	0	5093523	100.00%	573.265236	573	2	0	0	0.00%	573	5093522	5093522	5093522	5093522	1	1	1	1	30.944638	6	2	0.007686	0.004225	0.58815	1.191966	36.300748	277.698507	0.65252	0.932972	1646685	5.85%	94.15%	26493656	Complete Genome	184.839279
Klebsiella pneumoniae		NZ_JTAX02000003	GCF_000783515.2	GCF_000240185.1	Klebsiella pneumoniae subsp pneumoniae (strain HS11286).	UP000007841	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex	573	ARGOS_000089	v1.6	HIVE	351940	NCBI	contig	0	5,473	50.14%	52829	0	52829	100.00%	139.550001	139	1	0	0	0.00%	139	52829	52829	52829	52829	1	1	1	1	32.143918	0	0	0.005116	0	0	0	36.464234	0.000136	0.989809	0.913119	320828	2.78%	0.75%	86244	Contig	141.298294
Klebsiella pneumoniae		NZ_JTAX02000002	GCF_000783515.2	GCF_000240185.1	Klebsiella pneumoniae subsp pneumoniae (strain HS11286).	UP000007841	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex	573	ARGOS_000089	v1.6	HIVE	351940	NCBI	contig	0	5,473	57.52%	5333751	0	5333751	100.00%	171.436393	171	1	0	0	0.00%	171	5333751	5333751	5333751	5333751	1	1	1	1	30.954998	38	0	0.005748	0.000033	0.963658	0	36.39836	0.003984	0.989125	0.930745	320828	2.78%	93.82%	10839861	Contig	175.902249
Klebsiella pneumoniae		NZ_JTAX02000001	GCF_000783515.2	GCF_000240185.1	Klebsiella pneumoniae subsp pneumoniae (strain HS11286).	UP000007841	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex	573	ARGOS_000089	v1.6	HIVE	351940	NCBI	contig	0	5,473	51.54%	160258	0	160258	100.00%	159.799305	159	1	0	0	0.00%	159	160258	160258	160258	160258	1	1	1	1	31.782245	0	0	0.005538	0.000001	0	0	36.430812	0.000261	0.989914	0.926484	320828	2.78%	2.65%	306727	Contig	165.658111
Aeromonas caviae		NZ_JTBG02000010	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	62.78%	44777	536	44241	98.80%	59.062688	59	1	0	1	1.20%	59	44241	44241	44241	44241	1	1	1	1	0	20	90	0.026123	0.000399	0.831385	0.03411	38.618443	8.533408	0.750936	0.94228	332673	85.24%	0.26%	1019	Contig	58.310279
Aeromonas caviae		NZ_JTBG02000009	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	45.54%	23290	0	23290	100.00%	64.622757	64	1	0	0	0.00%	64	23290	23290	23290	23290	1	1	1	1	0	1	18	0.028436	0.000209	0.57	0.00512	37.890425	8.309306	0.574973	0.964362	332673	85.24%	0.26%	1002	Contig	110.236182
Aeromonas caviae		NZ_JTBG02000008	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	63.11%	15287	0	15287	100.00%	45.33172	45	1	0	0	0.00%	45	15287	15287	15287	15287	1	1	1	1	0	0	24	0.026825	0.000136	0	0.007244	39.874141	2.929361	0.748517	0.987188	332673	85.24%	0.06%	248	Contig	41.567638
Aeromonas caviae		NZ_JTBG02000007	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	61.71%	37858	0	37858	100.00%	50.141423	50	1	0	0	0.00%	50	37858	37858	37858	37858	1	1	1	1	0	1	3	0.026248	0.000331	0.507	0.00068	37.066115	8.958212	0.707747	0.967074	332673	85.24%	0.30%	1186	Contig	80.269942
Aeromonas caviae		NZ_JTBG02000006	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	55.47%	25830	0	25830	100.00%	50.652691	50	1	0	0	0.00%	50	25830	25830	25830	25830	1	1	1	1	0	0	5	0.025193	0.000227	0	0.001106	36.223035	6.841051	0.67331	0.966445	332673	85.24%	0.22%	846	Contig	83.921239
Aeromonas caviae		NZ_JTBG02000005	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	61.28%	3359547	0	3359547	100.00%	32.898474	32	1	0	0	0.00%	32	3359547	3359547	3359547	3359547	1	1	1	1	0	12	2179	0.024191	0.028531	0.686208	0.529319	36.676564	343.081067	0.872633	0.966311	332673	85.24%	8.08%	31517	Contig	24.037543
Aeromonas caviae		NZ_JTBG02000004	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	59.69%	579174	0	579174	100.00%	55.706399	55	1	0	0	0.00%	55	579174	579174	579174	579174	1	1	1	1	0	0	88	0.025203	0.005011	0	0.024245	36.798321	72.591867	0.840799	0.95027	332673	85.24%	2.69%	10489	Contig	46.403523
Aeromonas caviae		NZ_JTBG02000003	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	61.47%	775677	0	775677	100.00%	48.630576	48	1	0	0	0.00%	48	775677	775677	775677	775677	1	1	1	1	0	21	149	0.025533	0.006739	0.968095	0.040882	36.723202	91.191591	0.852238	0.965373	332673	85.24%	2.85%	11132	Contig	36.772081
Aeromonas caviae		NZ_JTBG02000002	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	52.63%	5037	0	5037	100.00%	27.639865	27	1	0	0	0.00%	27	5037	5037	5037	5037	1	1	1	1	0	0	0	0.026833	0.000046	0	0	37.800476	2.09965	0.457684	0.996911	332673	85.24%	0.02%	66	Contig	33.5736
Aeromonas caviae		NZ_JTBG02000001	GCF_000783695.1				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	351993	NCBI	contig	0	4,664	65.81%	12129	0	12129	100.00%	22.05895	22	1	0	0	0.00%	22	12129	12129	12129	12129	1	1	1	1	0	4	39	0.031205	0.000117	0.70675	0.010878	40.926952	3.550459	0.678491	0.995789	332673	85.24%	0.03%	100	Contig	21.125205
Aeromonas caviae		NZ_JTBH02000001	GCF_000783715.2				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000089	v1.6	HIVE	352059	NCBI	contig	0	4,265	61.67%	4555415	104	4555311	100.00%	345.751871	345	2	0	2	0.00%	345	4555252	4555252	4555252	4555252	1	1	1	1	29.876948	15	98	0.007611	0.003528	0.69818	0.715227	36.434284	66.330028	0.817493	0.934995	964954	4.27%	95.73%	21613209	Contig	210.137084
Enterobacter hormaechei		NZ_JTBN02000004	GCF_000783835.2				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000089	v1.6	HIVE	352472	NCBI	contig	0	4,967	55.58%	4726653	21	4726632	100.00%	242.100252	242	3	0	1	0.00%	242	4726001	4726001	4726001	4726001	1	1	1	1	28.647287	2	36	0.008079	0.005802	0.7675	0.2883	36.4284	189.911753	0.727177	0.926429	1341140	9.39%	85.47%	12200754	Contig	180.82362
Enterobacter hormaechei		NZ_JTBN02000003	GCF_000783835.2				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000089	v1.6	HIVE	352472	NCBI	contig	0	4,967	60.28%	21925	0	21925	100.00%	119.76675	119	1	0	0	0.00%	119	21925	21925	21925	21925	1	1	1	1	23.129962	1	51	0.016833	0.000092	0.537	0.397447	36.840775	4.28792	0.576854	0.911555	1341140	9.39%	0.13%	18311	Contig	58.505227
Enterobacter hormaechei		NZ_JTBN02000002	GCF_000783835.2				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000089	v1.6	HIVE	352472	NCBI	contig	0	4,967	51.77%	101792	0	101792	100.00%	237.269481	237	1	0	0	0.00%	237	101792	101792	101792	101792	1	1	1	1	26.177342	6	2	0.011092	0.000239	0.604283	0.013252	36.399864	9.981488	0.62608	0.918026	1341140	9.39%	1.53%	217720	Contig	149.832797
Enterobacter hormaechei		NZ_JTBN02000001	GCF_000783835.2				Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000089	v1.6	HIVE	352472	NCBI	contig	0	4,967	52.80%	195961	0	195961	100.00%	275.515363	275	1	0	0	0.00%	275	195961	195961	195961	195961	1	1	1	1	26.015314	7	0	0.011158	0.000464	0.806496	0	36.501437	17.782219	0.660855	0.891777	1341140	9.39%	3.48%	497130	Contig	177.714365
Klebsiella michiganensis		NZ_JTBQ02000005	GCF_000783895.2	GCF_900200035.1	Klebsiella grimontii	UP000220639	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	1134687	ARGOS_000089	v1.6	HIVE	352518	NCBI	contig	0	6,289	56.11%	100291	0	100291	100.00%	210.787219	210	1	0	0	0.00%	210	100291	100291	100291	100291	1	1	1	1	27.897348	1	4	0.009916	0.000107	0.5691	0.011184	36.444676	5.212451	0.576718	0.891809	2805818	17.68%	1.33%	211571	Contig	132.919336
Klebsiella michiganensis		NZ_JTBQ02000004	GCF_000783895.2	GCF_900200035.1	Klebsiella grimontii	UP000220639	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	1134687	ARGOS_000089	v1.6	HIVE	352518	NCBI	contig	0	6,289	52.65%	87828	0	87828	100.00%	203.505727	203	1	0	0	0.00%	203	87828	87828	87828	87828	1	1	1	1	28.674033	162	1	0.011365	0.000092	0.84491	0.004316	36.467015	6.15608	0.531008	0.81085	2805818	17.68%	1.03%	162834	Contig	116.817009
Klebsiella michiganensis		NZ_JTBQ02000003	GCF_000783895.2	GCF_900200035.1	Klebsiella grimontii	UP000220639	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	1134687	ARGOS_000089	v1.6	HIVE	352518	NCBI	contig	0	6,289	55.94%	6071464	0	6071464	100.00%	183.495521	183	1	0	0	0.00%	183	6071464	6071464	6071464	6071464	1	1	1	1	30.311925	325	162	0.008521	0.002296	0.719932	0.653525	36.433478	100.111524	0.705308	0.885891	2805818	17.68%	77.48%	12296595	Contig	127.610212
Klebsiella michiganensis		NZ_JTBQ02000002	GCF_000783895.2	GCF_900200035.1	Klebsiella grimontii	UP000220639	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	1134687	ARGOS_000089	v1.6	HIVE	352518	NCBI	contig	0	6,289	54.59%	15316	0	15316	100.00%	110.818556	110	1	0	0	0.00%	110	15316	15316	15316	15316	1	1	1	1	24.051841	0	20	0.019833	0.000037	0	0.070257	37.132606	2.528466	0.405755	0.879658	2805818	17.68%	0.08%	13377	Contig	55.030994
Klebsiella michiganensis		NZ_JTBQ02000001	GCF_000783895.2	GCF_900200035.1	Klebsiella grimontii	UP000220639	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	1134687	ARGOS_000089	v1.6	HIVE	352518	NCBI	contig	0	6,289	51.22%	202804	0	202804	100.00%	183.177625	183	1	0	0	0.00%	183	202804	202804	202804	202804	1	1	1	1	29.400066	108	10	0.009494	0.000176	0.734676	0.038618	36.511489	9.694238	0.560417	0.81031	2805818	17.68%	2.40%	380868	Contig	118.329207
